date,home_team,away_team,home_score,away_score,tournament,neutral,home_elo,away_elo,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,h2h_win_rate,h2h_goals_diff,home_fifa_rank,home_fifa_points,away_fifa_rank,away_fifa_points,fifa_rank_diff,fifa_points_diff,home_squad_rating_avg,home_squad_stamina_avg,home_squad_injury_risk_avg,home_squad_goals_total,home_squad_assists_total,home_squad_def_rating,home_squad_fwd_rating,home_squad_gk_rating,home_squad_mid_rating,away_squad_rating_avg,away_squad_stamina_avg,away_squad_injury_risk_avg,away_squad_goals_total,away_squad_assists_total,away_squad_def_rating,away_squad_fwd_rating,away_squad_gk_rating,away_squad_mid_rating,squad_rating_diff,squad_fwd_diff,squad_def_diff,squad_mid_diff,outcome
2018-01-01,Italy,Austria,1,2,Nations League,0,1500.0,1500.0,3.0,0.0,1.0,1.0,1.2,0.33,0.5,0.0,11,1721,23,1575,-12,146,84.56521739130434,78.3913043478261,26.304347826086957,82,2.5217391304347827,85.625,83.0,82.33333333333333,85.125,80.04347826086956,82.08695652173913,24.08695652173913,51,3.1739130434782608,78.75,82.75,79.0,80.375,4.521739130434781,0.25,6.875,4.75,-1
2018-01-26,Netherlands,Cameroon,2,2,Copa America,1,1500.0,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,7,1754,41,1466,-34,288,85.65217391304348,80.30434782608695,27.52173913043478,84,3.217391304347826,85.875,86.5,87.0,84.5,76.6086956521739,81.69565217391305,26.130434782608695,72,3.0869565217391304,76.625,75.25,78.33333333333333,76.625,9.043478260869577,11.25,9.25,7.875,0
2018-01-26,New Zealand,England,0,0,Africa Cup of Nations,0,1539.375,1466.25,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,48,1228,5,1797,43,-569,69.95652173913044,79.73913043478261,26.347826086956523,76,2.782608695652174,68.625,71.25,69.33333333333333,70.875,87.65217391304348,78.8695652173913,19.52173913043478,137,4.565217391304348,88.25,87.5,88.66666666666667,86.75,-17.695652173913047,-16.25,-19.625,-15.875,0
2018-01-26,Germany,Argentina,4,2,Friendly,1,1480.897278443439,1479.6788079997198,2.0,4.0,0.0,1.0,2.0,0.0,0.5,0.0,10,1695,1,1867,9,-172,84.73913043478261,78.95652173913044,24.695652173913043,75,3.130434782608696,84.625,84.5,85.66666666666667,84.625,91.17391304347827,79.6086956521739,25.391304347826086,108,3.869565217391304,91.625,89.5,90.33333333333333,91.875,-6.434782608695656,-5.0,-7.0,-7.25,1
2018-01-26,Netherlands,Nigeria,1,0,Friendly,1,1500.0,1500.0,2.0,2.0,0.5,1.0,1.2,0.33,0.5,0.0,7,1754,30,1507,-23,247,85.65217391304348,80.30434782608695,27.52173913043478,84,3.217391304347826,85.875,86.5,87.0,84.5,79.82608695652173,80.47826086956522,22.82608695652174,81,2.6956521739130435,78.375,81.0,81.66666666666667,80.0,5.826086956521749,5.5,7.5,4.5,1
2018-01-26,Iraq,Ghana,3,0,Africa Cup of Nations,1,1500.0,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,47,1416,42,1407,5,9,73.56521739130434,82.21739130434783,30.130434782608695,85,2.5217391304347827,72.75,75.0,73.66666666666667,73.625,75.47826086956522,84.3913043478261,24.652173913043477,80,3.130434782608696,74.25,76.5,76.66666666666667,75.75,-1.9130434782608745,-1.5,-1.5,-2.125,1
2018-01-26,Portugal,Peru,4,3,Africa Cup of Nations,1,1460.625,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,9,1735,32,1489,-23,246,86.43478260869566,82.21739130434783,21.956521739130434,100,3.0869565217391304,86.375,85.0,86.0,87.375,75.8695652173913,79.26086956521739,26.347826086956523,81,2.4782608695652173,75.75,76.25,75.66666666666667,75.875,10.565217391304358,8.75,10.625,11.5,1
2018-01-26,Chile,Algeria,1,1,AFC Asian Cup,0,1500.0,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,39,1479,34,1480,5,-1,77.30434782608695,81.6086956521739,26.652173913043477,75,2.4782608695652173,77.375,75.25,79.33333333333333,77.5,77.91304347826087,80.08695652173913,21.82608695652174,85,3.0869565217391304,77.375,77.25,80.0,78.0,-0.6086956521739211,-2.0,0.0,-0.5,0
2018-01-26,Turkey,Morocco,1,0,Nations League,1,1500.0,1468.4288079997198,1.2,1.2,0.33,0.0,1.0,0.25,0.5,0.0,26,1568,17,1682,9,-114,79.56521739130434,80.56521739130434,27.782608695652176,96,2.0,80.375,78.75,79.0,79.375,83.6086956521739,80.08695652173913,23.82608695652174,76,2.1739130434782608,82.0,85.0,82.0,85.125,-4.043478260869563,-6.25,-1.625,-5.75,1
2018-01-26,Colombia,Ukraine,0,0,World Cup Qualification,0,1523.756423813839,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,12,1685,21,1584,-9,101,83.78260869565217,80.0,26.304347826086957,77,3.782608695652174,84.0,82.0,83.33333333333333,84.625,79.95652173913044,81.82608695652173,26.043478260869566,84,3.3043478260869565,79.875,80.5,82.0,79.0,3.826086956521735,1.5,4.125,5.625,0
2018-01-26,Colombia,Italy,1,0,Africa Cup of Nations,1,1500.0,1519.4213743627975,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,12,1685,11,1721,1,-36,83.78260869565217,80.0,26.304347826086957,77,3.782608695652174,84.0,82.0,83.33333333333333,84.625,84.56521739130434,78.3913043478261,26.304347826086957,82,2.5217391304347827,85.625,83.0,82.33333333333333,85.125,-0.7826086956521721,-1.0,-1.625,-0.5,1
2018-01-26,Australia,Iran,0,0,Nations League,1,1485.0,1500.0,0.0,1.0,0.0,1.0,1.2,0.33,0.5,0.0,25,1571,14,1596,11,-25,77.95652173913044,81.95652173913044,27.434782608695652,63,3.608695652173913,77.0,77.5,77.66666666666667,79.25,78.52173913043478,80.91304347826087,25.956521739130434,104,3.8260869565217392,79.0,79.75,77.33333333333333,77.875,-0.5652173913043441,-2.25,-2.0,1.375,0
2018-01-26,Mexico,Saudi Arabia,2,1,AFC Asian Cup,1,1500.0,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,19,1641,44,1443,-25,198,81.04347826086956,81.6086956521739,24.52173913043478,61,2.391304347826087,79.875,81.0,82.33333333333333,81.75,75.73913043478261,81.1304347826087,26.91304347826087,68,3.0869565217391304,76.75,76.5,75.0,74.625,5.304347826086953,4.5,3.125,7.125,1
2018-01-26,Ecuador,Spain,0,0,Friendly,1,1500.0,1500.0,0.0,0.0,0.5,1.0,1.2,0.33,0.5,0.0,29,1543,4,1815,25,-272,80.08695652173913,79.08695652173913,21.565217391304348,79,3.0869565217391304,81.25,78.75,77.66666666666667,80.5,86.8695652173913,81.56521739130434,26.0,84,3.391304347826087,88.0,85.0,84.33333333333333,87.625,-6.782608695652172,-6.25,-6.75,-7.125,0
2018-01-26,Turkey,Canada,2,2,Nations League,1,1500.0,1500.0,1.0,0.0,1.0,1.0,1.2,0.33,0.5,0.0,26,1568,31,1496,-5,72,79.56521739130434,80.56521739130434,27.782608695652176,96,2.0,80.375,78.75,79.0,79.375,77.0,78.95652173913044,21.608695652173914,83,3.0,77.625,77.75,75.33333333333333,76.625,2.565217391304344,1.0,2.75,2.75,0
2018-01-26,New Zealand,Portugal,4,1,Africa Cup of Nations,1,1500.0,1500.0,0.0,0.0,0.5,4.0,3.0,1.0,0.5,0.0,48,1228,9,1735,39,-507,69.95652173913044,79.73913043478261,26.347826086956523,76,2.782608695652174,68.625,71.25,69.33333333333333,70.875,86.43478260869566,82.21739130434783,21.956521739130434,100,3.0869565217391304,86.375,85.0,86.0,87.375,-16.47826086956522,-13.75,-17.75,-16.5,1
2018-01-26,England,South Korea,0,2,Copa America,0,1500.0,1500.0,0.0,0.0,0.5,1.0,1.2,0.33,0.5,0.0,5,1797,20,1605,-15,192,87.65217391304348,78.8695652173913,19.52173913043478,137,4.565217391304348,88.25,87.5,88.66666666666667,86.75,79.8695652173913,80.21739130434783,20.956521739130434,93,2.9130434782608696,78.125,82.25,80.33333333333333,80.25,7.782608695652186,5.25,10.125,6.5,-1
2018-01-26,Qatar,Iran,2,0,Africa Cup of Nations,0,1500.0,1499.0292000126985,1.2,1.2,0.33,0.0,0.0,0.5,0.5,0.0,37,1482,14,1596,23,-114,74.82608695652173,81.0,24.73913043478261,83,2.4782608695652173,74.25,74.75,77.0,74.625,78.52173913043478,80.91304347826087,25.956521739130434,104,3.8260869565217392,79.0,79.75,77.33333333333333,77.875,-3.6956521739130466,-5.0,-4.75,-3.25,1
2018-01-26,Germany,Poland,1,0,Friendly,0,1466.25,1458.0786256372025,3.0,3.0,0.5,0.0,3.0,0.0,0.5,0.0,10,1695,27,1549,-17,146,84.73913043478261,78.95652173913044,24.695652173913043,75,3.130434782608696,84.625,84.5,85.66666666666667,84.625,80.30434782608695,83.3913043478261,22.391304347826086,101,2.4782608695652173,79.625,82.0,82.33333333333333,79.375,4.434782608695656,2.5,5.0,5.25,1
2018-01-26,Canada,Panama,0,0,Friendly,0,1500.0,1460.3780781418002,2.0,2.0,0.5,0.0,3.0,0.0,0.5,0.0,31,1496,36,1460,-5,36,77.0,78.95652173913044,21.608695652173914,83,3.0,77.625,77.75,75.33333333333333,76.625,75.65217391304348,80.95652173913044,21.47826086956522,55,2.739130434782609,73.75,78.75,76.33333333333333,75.75,1.3478260869565162,-1.0,3.875,0.875,0
2018-02-11,South Korea,Netherlands,0,0,AFC Asian Cup,0,1554.0711920002802,1515.0,2.0,0.0,1.0,1.5,1.0,0.75,0.5,0.0,20,1605,7,1754,13,-149,79.8695652173913,80.21739130434783,20.956521739130434,93,2.9130434782608696,78.125,82.25,80.33333333333333,80.25,85.65217391304348,80.30434782608695,27.52173913043478,84,3.217391304347826,85.875,86.5,87.0,84.5,-5.782608695652186,-4.25,-7.75,-4.25,0
2018-02-11,Egypt,France,2,1,UEFA Euro,0,1514.0737119148516,1533.75,3.0,1.5,1.0,2.0,0.0,1.0,0.5,0.0,35,1507,2,1860,33,-353,78.6086956521739,80.0,24.130434782608695,69,3.1739130434782608,78.0,78.25,79.0,79.25,89.6086956521739,80.26086956521739,23.956521739130434,115,4.304347826086956,89.625,91.5,88.0,89.25,-11.0,-13.25,-11.625,-10.0,1
2018-02-11,England,Ghana,4,0,World Cup Qualification,1,1470.9168816746503,1486.6178652062395,0.0,1.0,0.25,0.0,3.0,0.0,0.5,0.0,5,1797,42,1407,-37,390,87.65217391304348,78.8695652173913,19.52173913043478,137,4.565217391304348,88.25,87.5,88.66666666666667,86.75,75.47826086956522,84.3913043478261,24.652173913043477,80,3.130434782608696,74.25,76.5,76.66666666666667,75.75,12.173913043478265,11.0,14.0,11.0,1
2018-02-11,Algeria,Qatar,3,0,Copa America,0,1460.625,1533.6556964350586,1.0,1.0,0.5,2.0,0.0,1.0,0.5,0.0,34,1480,37,1482,-3,-2,77.91304347826087,80.08695652173913,21.82608695652174,85,3.0869565217391304,77.375,77.25,80.0,78.0,74.82608695652173,81.0,24.73913043478261,83,2.4782608695652173,74.25,74.75,77.0,74.625,3.0869565217391397,2.5,3.125,3.375,1
2018-02-11,Portugal,New Zealand,2,1,Friendly,1,1485.6640719782072,1534.7081183253497,2.5,3.5,0.5,2.0,0.5,0.75,0.0,-3.0,9,1735,48,1228,-39,507,86.43478260869566,82.21739130434783,21.956521739130434,100,3.0869565217391304,86.375,85.0,86.0,87.375,69.95652173913044,79.73913043478261,26.347826086956523,76,2.782608695652174,68.625,71.25,69.33333333333333,70.875,16.47826086956522,13.75,17.75,16.5,1
2018-02-11,Ghana,Saudi Arabia,2,0,Friendly,0,1442.5251640019237,1477.5,0.0,3.5,0.0,1.0,2.0,0.0,0.5,0.0,42,1407,44,1443,-2,-36,75.47826086956522,84.3913043478261,24.652173913043477,80,3.130434782608696,74.25,76.5,76.66666666666667,75.75,75.73913043478261,81.1304347826087,26.91304347826087,68,3.0869565217391304,76.75,76.5,75.0,74.625,-0.2608695652173907,0.0,-2.5,1.125,1
2018-02-11,Belgium,Ukraine,0,0,World Cup Qualification,0,1500.0,1501.5360777425878,1.2,1.2,0.33,0.0,0.0,0.5,0.5,0.0,6,1779,21,1584,-15,195,83.95652173913044,79.08695652173913,24.956521739130434,82,3.217391304347826,84.0,86.25,84.66666666666667,82.5,79.95652173913044,81.82608695652173,26.043478260869566,84,3.3043478260869565,79.875,80.5,82.0,79.0,4.0,5.75,4.125,3.5,0
2018-02-11,Brazil,Canada,1,1,World Cup Qualification,1,1537.44311385848,1461.6602947331753,1.5,0.0,0.75,1.0,1.0,0.5,0.5,0.0,3,1799,31,1496,-28,303,90.69565217391305,80.73913043478261,21.565217391304348,96,4.130434782608695,90.75,90.5,92.0,90.25,77.0,78.95652173913044,21.608695652173914,83,3.0,77.625,77.75,75.33333333333333,76.625,13.695652173913047,12.75,13.125,13.625,0
2018-02-11,Mexico,Germany,2,2,AFC Asian Cup,1,1522.5,1503.3183703703203,2.0,1.0,1.0,2.3333333333333335,2.0,0.6666666666666666,0.5,0.0,19,1641,10,1695,9,-54,81.04347826086956,81.6086956521739,24.52173913043478,61,2.391304347826087,79.875,81.0,82.33333333333333,81.75,84.73913043478261,78.95652173913044,24.695652173913043,75,3.130434782608696,84.625,84.5,85.66666666666667,84.625,-3.6956521739130466,-3.5,-4.75,-2.875,0
2018-02-11,Austria,Cameroon,2,0,Africa Cup of Nations,0,1577.5711632305636,1520.8812660543967,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,23,1575,41,1466,-18,109,80.04347826086956,82.08695652173913,24.08695652173913,51,3.1739130434782608,78.75,82.75,79.0,80.375,76.6086956521739,81.69565217391305,26.130434782608695,72,3.0869565217391304,76.625,75.25,78.33333333333333,76.625,3.434782608695656,7.5,2.125,3.75,1
2018-02-11,Algeria,Spain,0,3,UEFA Euro,0,1500.0,1500.0,2.0,0.5,0.75,0.0,0.0,0.5,0.5,0.0,34,1480,4,1815,30,-335,77.91304347826087,80.08695652173913,21.82608695652174,85,3.0869565217391304,77.375,77.25,80.0,78.0,86.8695652173913,81.56521739130434,26.0,84,3.391304347826087,88.0,85.0,84.33333333333333,87.625,-8.956521739130423,-7.75,-10.625,-9.625,-1
2018-02-11,Chile,Argentina,3,0,Nations League,0,1500.0,1457.2577160728385,1.0,1.0,0.5,1.5,3.0,0.0,0.5,0.0,39,1479,1,1867,38,-388,77.30434782608695,81.6086956521739,26.652173913043477,75,2.4782608695652173,77.375,75.25,79.33333333333333,77.5,91.17391304347827,79.6086956521739,25.391304347826086,108,3.869565217391304,91.625,89.5,90.33333333333333,91.875,-13.869565217391312,-14.25,-14.25,-14.375,1
2018-02-11,Ghana,Senegal,1,0,Africa Cup of Nations,0,1460.625,1515.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,42,1407,18,1615,24,-208,75.47826086956522,84.3913043478261,24.652173913043477,80,3.130434782608696,74.25,76.5,76.66666666666667,75.75,82.0,81.73913043478261,26.956521739130434,85,3.0,82.875,82.0,80.66666666666667,81.625,-6.521739130434781,-5.5,-8.625,-5.875,1
2018-02-11,Canada,Austria,0,3,Nations League,0,1498.2967614768622,1522.5,1.0,1.0,0.5,2.0,0.5,1.0,0.5,0.0,31,1496,23,1575,8,-79,77.0,78.95652173913044,21.608695652173914,83,3.0,77.625,77.75,75.33333333333333,76.625,80.04347826086956,82.08695652173913,24.08695652173913,51,3.1739130434782608,78.75,82.75,79.0,80.375,-3.0434782608695627,-5.0,-1.125,-3.75,-1
2018-02-11,Uzbekistan,South Korea,0,1,Nations League,0,1500.0,1533.75,1.2,1.2,0.33,1.0,0.0,0.75,0.5,0.0,45,1411,20,1605,25,-194,74.6086956521739,82.65217391304348,26.565217391304348,78,3.4782608695652173,75.125,75.0,73.33333333333333,74.375,79.8695652173913,80.21739130434783,20.956521739130434,93,2.9130434782608696,78.125,82.25,80.33333333333333,80.25,-5.260869565217391,-7.25,-3.0,-5.875,-1
2018-02-11,Egypt,Senegal,1,3,AFC Asian Cup,0,1554.0711920002802,1489.0071347937605,2.6666666666666665,1.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.0,35,1507,18,1615,17,-108,78.6086956521739,80.0,24.130434782608695,69,3.1739130434782608,78.0,78.25,79.0,79.25,82.0,81.73913043478261,26.956521739130434,85,3.0,82.875,82.0,80.66666666666667,81.625,-3.391304347826093,-3.75,-4.875,-2.375,-1
2018-02-11,Cameroon,Peru,3,2,UEFA Euro,0,1500.0,1474.9609280217928,1.0,2.0,0.25,3.0,4.0,0.0,0.5,0.0,41,1466,32,1489,9,-23,76.6086956521739,81.69565217391305,26.130434782608695,72,3.0869565217391304,76.625,75.25,78.33333333333333,76.625,75.8695652173913,79.26086956521739,26.347826086956523,81,2.4782608695652173,75.75,76.25,75.66666666666667,75.875,0.7391304347826093,-1.0,0.875,0.75,1
2018-02-11,Jamaica,Costa Rica,2,0,UEFA Euro,1,1500.0,1500.0,1.2,1.2,0.33,1.0,1.2,0.33,0.5,0.0,46,1435,43,1429,3,6,75.26086956521739,81.47826086956522,24.782608695652176,87,3.5652173913043477,75.875,73.75,75.0,75.5,74.73913043478261,80.47826086956522,26.91304347826087,85,2.5652173913043477,74.625,73.5,75.33333333333333,75.25,0.5217391304347814,0.25,1.25,0.25,1
2018-02-11,Austria,Italy,2,1,AFC Asian Cup,0,1559.136466743687,1495.6649505489584,2.3333333333333335,0.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,1.0,1.0,23,1575,11,1721,12,-146,80.04347826086956,82.08695652173913,24.08695652173913,51,3.1739130434782608,78.75,82.75,79.0,80.375,84.56521739130434,78.3913043478261,26.304347826086957,82,2.5217391304347827,85.625,83.0,82.33333333333333,85.125,-4.521739130434781,-0.25,-6.875,-4.75,1
2018-02-22,Tunisia,Croatia,1,0,AFC Asian Cup,0,1500.0,1480.9568557868113,1.2,1.2,0.33,0.0,0.0,0.5,0.5,0.0,38,1491,8,1729,30,-238,76.1304347826087,81.6086956521739,26.304347826086957,74,3.0,74.5,78.25,77.0,76.375,83.1304347826087,83.73913043478261,24.0,71,3.260869565217391,83.5,81.5,81.33333333333333,84.25,-7.0,-3.25,-9.0,-7.875,1
2018-02-22,New Zealand,Belgium,1,1,Nations League,0,1469.2264283387515,1500.0994760624947,1.6666666666666667,1.0,0.5,0.0,0.0,0.5,0.5,0.0,48,1228,6,1779,42,-551,69.95652173913044,79.73913043478261,26.347826086956523,76,2.782608695652174,68.625,71.25,69.33333333333333,70.875,83.95652173913044,79.08695652173913,24.956521739130434,82,3.217391304347826,84.0,86.25,84.66666666666667,82.5,-14.0,-15.0,-15.375,-11.625,0
2018-02-22,Panama,Portugal,0,4,UEFA Euro,1,1462.081316664938,1542.5315504763378,0.0,1.5,0.25,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.5,0.0,36,1460,9,1735,27,-275,75.65217391304348,80.95652173913044,21.47826086956522,55,2.739130434782609,73.75,78.75,76.33333333333333,75.75,86.43478260869566,82.21739130434783,21.956521739130434,100,3.0869565217391304,86.375,85.0,86.0,87.375,-10.782608695652172,-6.25,-12.625,-11.625,-1
2018-02-22,Iraq,Mexico,1,0,AFC Asian Cup,0,1539.375,1521.2590542850699,3.0,0.0,1.0,2.0,1.5,0.75,0.5,0.0,47,1416,19,1641,28,-225,73.56521739130434,82.21739130434783,30.130434782608695,85,2.5217391304347827,72.75,75.0,73.66666666666667,73.625,81.04347826086956,81.6086956521739,24.52173913043478,61,2.391304347826087,79.875,81.0,82.33333333333333,81.75,-7.478260869565219,-6.0,-7.125,-8.125,1
2018-02-22,Spain,Croatia,1,0,Nations League,0,1539.527820915049,1500.970047376304,1.5,0.0,0.75,0.0,0.5,0.25,0.5,0.0,4,1815,8,1729,-4,86,86.8695652173913,81.56521739130434,26.0,84,3.391304347826087,88.0,85.0,84.33333333333333,87.625,83.1304347826087,83.73913043478261,24.0,71,3.260869565217391,83.5,81.5,81.33333333333333,84.25,3.739130434782595,3.5,4.5,3.375,1
2018-02-22,Belgium,Japan,0,0,Nations League,0,1498.1053768878835,1500.0,0.5,0.5,0.5,1.0,1.2,0.33,0.5,0.0,6,1779,16,1640,-10,139,83.95652173913044,79.08695652173913,24.956521739130434,82,3.217391304347826,84.0,86.25,84.66666666666667,82.5,82.21739130434783,81.47826086956522,22.782608695652176,79,3.8260869565217392,81.0,83.5,84.33333333333333,82.0,1.7391304347826093,2.75,3.0,0.5,0
2018-02-22,Portugal,Denmark,3,0,Nations League,1,1503.5599914726579,1500.0,2.75,2.0,0.75,1.0,1.2,0.33,0.5,0.0,9,1735,22,1615,-13,120,86.43478260869566,82.21739130434783,21.956521739130434,100,3.0869565217391304,86.375,85.0,86.0,87.375,81.73913043478261,82.6086956521739,22.52173913043478,83,3.6956521739130435,81.125,81.25,78.66666666666667,83.75,4.695652173913047,3.75,5.25,3.625,1
2018-02-22,Senegal,Italy,1,0,Copa America,1,1527.6129016108416,1459.5407523635722,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.25,1.25,0.25,0.5,0.0,18,1615,11,1721,7,-106,82.0,81.73913043478261,26.956521739130434,85,3.0,82.875,82.0,80.66666666666667,81.625,84.56521739130434,78.3913043478261,26.304347826086957,82,2.5217391304347827,85.625,83.0,82.33333333333333,85.125,-2.565217391304344,-1.0,-2.75,-3.5,1
2018-02-22,Italy,France,0,1,World Cup Qualification,1,1477.2302540620817,1552.6758640462572,1.0,1.2,0.2,1.5,1.0,0.5,0.5,0.0,11,1721,2,1860,9,-139,84.56521739130434,78.3913043478261,26.304347826086957,82,2.5217391304347827,85.625,83.0,82.33333333333333,85.125,89.6086956521739,80.26086956521739,23.956521739130434,115,4.304347826086956,89.625,91.5,88.0,89.25,-5.043478260869563,-8.5,-4.0,-4.125,-1
2018-02-22,Spain,Wales,3,0,AFC Asian Cup,0,1498.0679692967808,1516.481422089236,1.3333333333333333,0.0,0.8333333333333334,0.0,1.0,0.0,0.5,0.0,4,1815,33,1522,-29,293,86.8695652173913,81.56521739130434,26.0,84,3.391304347826087,88.0,85.0,84.33333333333333,87.625,76.91304347826087,82.26086956521739,26.608695652173914,75,3.739130434782609,78.25,77.25,74.66666666666667,76.25,9.956521739130423,7.75,9.75,11.375,1
